movie_title,release_date,genre,meta_mixed,meta_negative,meta_positive,metascore,user_mixed,user_negative,user_positive,userscore
Ex Machina,10-Apr-15,"Sci-Fi,Drama,Thriller",6,0,36,78,137,55,"1,077",8
Juno,5-Dec-07,"Drama,Comedy",2,0,36,81,86,124,"1,057",8.3
Black Swan,3-Dec-10,"Drama,Thriller",6,1,35,79,93,78,982,8.1
The Incredibles,5-Nov-04,"Action,Adventure,Animation,Family",1,0,40,90,54,27,"1,004",8.8
Blade Runner,25-Jun-82,"Action,Sci-Fi,Thriller",0,1,10,89,65,32,964,8.7
Harry Potter and the Goblet of Fire,18-Nov-05,"Adventure,Mystery,Fantasy,Family",3,0,35,81,123,77,856,7.9
Saving Private Ryan,24-Jul-98,"Action,Drama,War",1,0,37,91,30,33,951,8.9
Harry Potter and the Order of the Phoenix,11-Jul-07,"Adventure,Mystery,Fantasy,Family",8,0,29,71,154,104,705,7.3
X-Men: The Last Stand,26-May-06,"Action,Sci-Fi,Thriller",14,0,24,58,289,158,383,6
Coco,22-Nov-17,"Adventure,Mystery,Fantasy,Horror,Comedy,Music,Animation,Family,Musical",3,0,45,81,40,53,697,8.3
War for the Planet of the Apes,14-Jul-17,"Action,Adventure,Sci-Fi,Drama,Thriller,War",5,0,45,82,102,29,614,8
The Jungle Book,15-Apr-16,"Adventure,Drama,Fantasy,Family,Musical",7,0,42,77,108,44,589,7.5
Captain Phillips,11-Oct-13,"Action,Adventure,Biography,Drama,Thriller,Crime",4,0,44,83,57,23,630,8.1
Creed,25-Nov-15,"Drama,Sport",7,0,35,82,71,27,598,8
True Grit,22-Dec-10,"Drama,Western",1,1,39,80,71,32,593,7.8
Fargo,8-Mar-96,"Drama,Thriller,Crime",3,0,21,85,39,18,624,8.7
Beauty and the Beast,17-Mar-17,"Fantasy,Romance,Family,Musical",16,1,30,65,152,99,428,6.7
Room,16-Oct-15,Drama,3,1,39,86,35,35,580,8.4
Dallas Buyers Club,1-Nov-13,"Biography,Drama,History",0,0,47,84,29,12,540,8.2
Tropic Thunder,13-Aug-08,"Action,Adventure,Comedy,War",9,0,30,71,88,72,421,7.3
Bad Boys II,18-Jul-03,"Action,Thriller,Comedy,Crime",12,13,9,38,235,151,110,4
Being John Malkovich,29-Oct-99,"Drama,Fantasy,Comedy,Romance",0,0,36,90,24,12,438,8.8
Ghost Rider,16-Feb-07,"Action,Thriller,Fantasy",9,10,1,35,115,235,113,3.7
The Fighter,10-Dec-10,"Drama,Sport",6,0,35,79,36,10,411,8.1
Public Enemies,1-Jul-09,"Biography,Drama,History,Thriller,Romance,Crime",11,0,24,70,91,52,310,7.2
3:10 to Yuma,7-Sep-07,"Action,Drama,Crime,Western",2,0,35,76,65,46,341,7.4
Isle of Dogs,23-Mar-18,"Adventure,Sci-Fi,Drama,Fantasy,Comedy,Animation",2,1,52,82,39,18,377,8
Anchorman 2: The Legend Continues,18-Dec-13,Comedy,13,2,25,61,107,82,239,6.3
House of Flying Daggers,3-Dec-04,"Action,Adventure,Drama,Fantasy,Romance",1,0,36,89,17,12,395,9.1
Seven Psychopaths,12-Oct-12,"Drama,Comedy,Crime",13,1,29,66,64,48,254,6.8
Sully,9-Sep-16,"Biography,Drama",11,0,35,74,48,10,305,7.6
A.I. Artificial Intelligence,29-Jun-01,"Adventure,Sci-Fi,Drama",8,3,21,65,64,62,229,6.7
Adventureland,3-Apr-09,"Drama,Comedy,Romance",4,0,30,76,59,31,243,7.4
The Woman in Black,3-Feb-12,"Drama,Thriller,Horror",17,0,23,62,99,38,186,6.4
Jack and Jill,11-Nov-11,Comedy,8,17,1,23,28,248,46,2.1
Hulk,20-Jun-03,"Action,Sci-Fi,Thriller",16,5,19,54,129,88,103,5.2
Darkest Hour,22-Nov-17,"Biography,Drama,History,War",4,2,44,75,51,17,238,7.3
Superman,15-Dec-78,"Action,Adventure,Sci-Fi,Thriller",4,0,15,80,38,19,244,7.8
Inside Man,24-Mar-06,"Drama,Thriller,Crime",2,0,37,76,45,20,234,7.4
Traffic,27-Dec-00,"Drama,Thriller,Crime",3,0,31,86,22,5,265,8.8
Paddington,16-Jan-15,"Comedy,Family",3,0,35,77,27,13,237,7.9
Hot Tub Time Machine,26-Mar-10,"Sci-Fi,Comedy",13,1,22,63,78,40,157,6.5
Date Night,9-Apr-10,"Thriller,Comedy,Romance",15,2,20,56,85,47,114,5.8
Punch-Drunk Love,11-Oct-02,"Drama,Comedy,Romance",2,2,33,78,22,15,205,8
The Spectacular Now,2-Aug-13,"Drama,Comedy,Romance",0,1,41,82,26,8,202,8
Dinner for Schmucks,30-Jul-10,Comedy,15,2,20,56,85,49,101,5.8
Green Zone,12-Mar-10,"Action,Drama,Thriller,War",13,0,25,63,69,31,132,6.5
Adaptation.,6-Dec-02,"Drama,Comedy,Crime",2,2,36,83,22,12,195,8.1
The Monuments Men,7-Feb-14,"Action,Adventure,Biography,Drama,History,Thriller,Comedy,War",27,1,15,52,101,49,79,5.4
The Hitchhiker's Guide to the Galaxy,29-Apr-05,"Adventure,Sci-Fi,Comedy",7,1,29,63,49,40,137,6.5
Jack Ryan: Shadow Recruit,17-Jan-14,"Action,Drama,Mystery,Thriller",15,2,19,57,94,32,99,5.9
A Monster Calls,23-Dec-16,"Drama,Fantasy",6,1,33,76,27,12,182,7.8
Unforgiven,7-Aug-92,"Drama,Crime,Western",3,1,29,85,17,8,195,8.3
The Bling Ring,14-Jun-13,"Drama,Comedy,Crime",14,0,26,66,67,37,116,6.4
Philomena,22-Nov-13,Drama,3,1,38,77,30,6,183,7.9
Chicago,27-Dec-02,"Drama,Comedy,Crime,Musical",5,1,33,82,36,8,167,8
Invictus,11-Dec-09,"Biography,Drama,History,Sport",7,0,27,74,43,15,145,7.2
The LEGO Movie 2: The Second Part,8-Feb-19,"Action,Adventure,Fantasy,Comedy,Animation,Family,Musical",11,2,38,65,53,18,132,6.7
Premium Rush,24-Aug-12,"Action,Thriller",10,2,24,66,52,16,130,6.8
Flushed Away,3-Nov-06,"Adventure,Comedy,Animation,Family",1,0,27,74,34,16,144,7.6
The Legend of Hercules,10-Jan-14,"Action,Adventure",5,14,0,22,30,142,14,2
Little Children,6-Oct-06,"Drama,Romance",6,0,28,75,18,28,135,7.3
The Orphanage,28-Dec-07,"Drama,Mystery,Thriller,Horror",4,0,29,74,16,20,143,7.6
Safety Not Guaranteed,8-Jun-12,Comedy,4,0,27,72,39,8,132,7.4
Miss Congeniality,22-Dec-00,"Action,Comedy,Crime",10,4,6,43,33,77,63,4.5
Frost/Nixon,5-Dec-08,"Drama,History",3,0,35,80,14,11,147,7.8
Filth,30-May-14,"Drama,Comedy,Crime",9,3,12,56,21,56,95,5.4
Monty Python's Life of Brian,17-Aug-79,Comedy,0,1,14,77,15,13,140,7.9
Macbeth,4-Dec-15,"Drama,War",6,2,27,71,27,14,126,7.3
Amy,3-Jul-15,"Biography,Music,Documentary",1,0,40,85,15,8,142,8.3
Long Shot,3-May-19,"Comedy,Romance",14,0,31,67,31,26,107,6.5
Bernie,27-Apr-12,"Drama,Comedy,Crime",7,1,27,75,31,10,119,7.3
A Most Wanted Man,25-Jul-14,Thriller,10,0,32,73,31,11,116,7.1
The Rage: Carrie 2,12-Mar-99,"Drama,Thriller,Fantasy,Horror",11,7,3,42,50,63,41,4
Monsters,29-Oct-10,"Sci-Fi,Drama,Thriller,Horror,Romance",7,2,17,63,37,22,94,6.5
Inland Empire,6-Dec-06,"Drama,Mystery,Thriller",9,0,15,72,17,26,107,7.4
Anna Karenina,16-Nov-12,Drama,12,1,28,63,54,17,79,6.5
God's Not Dead 2,1-Apr-16,Drama,1,6,1,22,4,119,26,2
Song of the Sea,19-Dec-14,"Fantasy,Animation,Family",0,0,24,85,8,8,131,8.3
Incendies,22-Apr-11,Drama,6,0,36,80,12,5,130,8.2
I Love You Phillip Morris,3-Dec-10,"Drama,Comedy,Romance",9,4,19,65,42,12,92,6.7
Tusk,19-Sep-14,"Drama,Horror,Comedy",13,8,12,55,39,39,68,5.7
Nick and Norah's Infinite Playlist,3-Oct-08,"Drama,Comedy,Romance,Music",9,1,22,64,25,35,83,6.2
Muppets Most Wanted,21-Mar-14,"Adventure,Comedy,Crime,Family,Musical",16,0,21,61,43,20,79,6.3
Café Society,15-Jul-16,"Drama,Comedy,Romance",14,1,22,64,40,14,84,6.6
Calvary,1-Aug-14,"Drama,Comedy",8,0,34,77,19,10,103,7.5
The Wailing,3-Jun-16,"Mystery,Thriller,Fantasy,Horror",0,0,19,81,8,10,113,7.9
Free Fire,21-Apr-17,"Action,Drama,Thriller,Comedy,Crime",14,1,24,63,40,11,79,6.5
House of the Dead,10-Oct-03,"Action,Thriller,Horror",2,13,0,15,9,111,10,1.3
Alvin and the Chipmunks: The Squeakquel,23-Dec-09,"Fantasy,Comedy,Romance,Music,Animation,Family",13,4,3,41,42,57,30,4.3
Blackhat,16-Jan-15,"Action,Drama,Mystery,Thriller,Crime",12,9,16,51,52,33,42,5.3
Death at a Funeral,17-Aug-07,Comedy,7,0,23,67,20,19,87,6.9
Waking Life,19-Oct-01,"Drama,Mystery,Fantasy,Animation",4,0,27,82,9,17,99,8
The White Ribbon,30-Dec-09,"Drama,Mystery,Crime",3,1,29,82,14,7,104,8
Joe,11-Apr-14,Drama,5,1,30,74,16,15,93,7.2
The Fly,15-Aug-86,"Sci-Fi,Thriller,Horror",2,1,8,79,14,3,106,8.1
Enough Said,18-Sep-13,Comedy,7,1,36,78,18,6,99,7.6
Lakeview Terrace,19-Sep-08,"Drama,Thriller,Crime",18,4,7,47,26,48,49,4.9
The Inbetweeners Movie,7-Sep-12,Comedy,7,5,5,44,19,56,46,4.2
Elephant,24-Oct-03,"Drama,Crime",10,2,25,70,14,19,87,7.2
The Skeleton Twins,12-Sep-14,Drama,5,0,28,74,22,8,84,7.2
From Hell,19-Oct-01,"Mystery,Thriller,Crime",10,7,15,54,23,37,54,5.2
Turtles Can Fly,18-Feb-05,"Drama,War",1,0,30,85,1,10,101,8.7
Suburbicon,27-Oct-17,"Drama,Mystery,Thriller,Comedy,Crime",29,13,7,42,51,37,23,4.4
The Bad Lieutenant: Port of Call - New Orleans,20-Nov-09,"Drama,Crime",6,1,25,69,31,15,64,6.7
Valhalla Rising,16-Jul-10,"Action,Adventure",4,2,9,61,21,28,61,5.9
Only the Brave,20-Oct-17,"Biography,Drama",7,0,28,72,18,6,85,7.4
Memories of Murder,24-Jun-05,"Drama,Mystery,Thriller,Crime",1,0,14,82,8,5,95,8.4
The LEGO Ninjago Movie,22-Sep-17,"Action,Adventure,Comedy,Animation,Family",18,4,11,55,46,23,38,5.3
The Wild,14-Apr-06,"Adventure,Comedy,Animation,Family",14,5,5,47,18,48,39,4.9
Ghost Town,19-Sep-08,"Fantasy,Comedy,Romance",4,0,26,72,22,11,71,7
Winnie the Pooh,15-Jul-11,"Animation,Family",2,0,24,74,11,11,81,7.6
The Cove,31-Jul-09,"Drama,Documentary",0,0,26,84,6,8,86,8.2
Pi,10-Jul-98,"Sci-Fi,Drama,Thriller",4,1,18,72,15,9,76,7.4
Jane Eyre,11-Mar-11,"Drama,Romance",5,0,30,76,21,5,73,7.4
It's a Wonderful Life,7-Jan-47,"Drama,Fantasy,Family",1,0,16,89,4,2,92,9.1
Superman IV: The Quest for Peace,24-Jul-87,"Action,Adventure,Sci-Fi,Fantasy,Family",2,14,1,24,20,69,9,2.6
The Straight Story,15-Oct-99,"Adventure,Biography,Drama",1,0,31,86,5,4,88,8.4
The Manchurian Candidate,30-Jul-04,"Drama,Mystery,Thriller",5,0,36,76,21,5,70,7.8
Stronger,22-Sep-17,"Biography,Drama",5,0,36,76,19,6,69,7.4
Spy Kids 3-D: Game Over,25-Jul-03,"Action,Adventure,Sci-Fi,Comedy,Family",13,2,15,57,39,22,33,5.5
I don't feel at home in this world anymore.,24-Feb-17,"Drama,Thriller,Comedy,Crime",1,0,14,75,23,2,66,7.3
You Can Count on Me,10-Nov-00,Drama,3,0,28,85,3,9,78,8.3
The Spy Who Dumped Me,3-Aug-18,"Action,Adventure,Comedy",22,4,17,52,41,18,31,5.4
Moonstruck,18-Dec-87,"Drama,Comedy,Romance",2,0,15,83,6,7,75,8.5
Weekend,23-Sep-11,Drama,2,0,16,81,8,6,73,8.3
Superman III,17-Jun-83,"Action,Adventure,Sci-Fi,Fantasy,Comedy",7,3,3,44,41,29,17,4.6
99 Homes,25-Sep-15,"Drama,Thriller",4,0,27,76,11,0,74,7.8
Say Anything...,4-Apr-89,"Drama,Comedy,Romance",1,0,17,85,9,2,73,8.3
Win Win,18-Mar-11,Comedy,5,0,29,75,13,2,68,7.7
Boy Erased,2-Nov-18,"Biography,Drama",9,0,39,69,16,6,61,7.1
Spy Kids 2: Island of Lost Dreams,7-Aug-02,"Action,Adventure,Sci-Fi,Comedy,Family",8,1,20,66,33,4,46,6.8
The Visitor,11-Apr-08,"Drama,Romance,Crime,Music",3,0,26,79,6,5,69,8.1
Sunshine Cleaning,13-Mar-09,"Drama,Comedy",10,0,22,61,20,13,45,6.3
Animal House,28-Jul-78,"Comedy,Romance",1,0,12,79,14,2,61,7.7
Hotel Artemis,8-Jun-18,"Action,Thriller,Crime",17,4,15,58,31,15,30,5.6
"Food, Inc.",12-Jun-09,Documentary,0,1,27,80,7,3,65,8.2
"I, Daniel Blake",23-Dec-16,Drama,2,0,29,78,10,2,63,8
Palo Alto,9-May-14,Drama,8,1,25,69,20,9,45,6.7
2 Days in Paris,10-Aug-07,"Drama,Comedy,Romance",3,0,27,67,20,11,43,6.5
Sleepless in Seattle,25-Jun-93,"Drama,Comedy,Romance",6,0,11,72,24,2,47,7
Footloose,14-Oct-11,"Drama,Comedy,Musical",18,1,16,58,28,13,32,6
God's Own Country,25-Oct-17,"Drama,Romance",1,0,21,85,4,3,65,8.3
Ma,31-May-19,"Drama,Thriller,Horror",22,3,14,53,29,18,25,5.5
The Namesake,9-Mar-07,Drama,1,0,32,82,7,4,59,8
Once Upon a Time in Anatolia,4-Jan-12,Drama,3,1,17,82,6,6,58,8
Wings of Desire,6-May-88,"Drama,Fantasy,Romance",2,0,7,79,11,8,51,7.7
P2,9-Nov-07,Thriller,7,5,3,37,20,35,15,3.5
The Wind That Shakes the Barley,16-Mar-07,"Drama,History,War",2,0,28,82,8,3,58,8
Control,10-Oct-07,"Biography,Drama,Music",2,0,25,78,7,6,55,7.6
Ready or Not,21-Aug-19,"Mystery,Thriller,Horror,Comedy",10,3,24,64,14,8,46,6.6
The Innkeepers,3-Feb-12,"Thriller,Horror",7,2,17,64,20,13,34,6.2
Everything Must Go,13-May-11,"Drama,Comedy",12,0,25,65,28,5,33,6.3
Good Boys,16-Aug-19,"Adventure,Comedy",14,3,27,60,16,13,37,6.2
Mars Needs Moms,11-Mar-11,"Adventure,Sci-Fi,Comedy,Animation,Family",11,3,8,49,22,26,18,4.7
My Neighbor Totoro,16-Apr-88,"Fantasy,Animation,Family",2,0,13,86,1,1,63,8.8
Ghost Stories,20-Apr-18,"Drama,Horror",6,0,21,68,21,5,39,6.6
Laggies,24-Oct-14,"Drama,Comedy,Romance",12,0,20,63,25,6,32,6.5
Take This Waltz,29-Jun-12,"Drama,Comedy",7,1,26,68,15,9,37,6.6
Ali,25-Dec-01,"Biography,Drama,Sport",14,0,25,65,22,3,35,6.7
The Lords of Salem,19-Apr-13,"Thriller,Horror",9,2,10,57,18,15,27,5.9
About Last Night,14-Feb-14,"Drama,Comedy,Romance",9,1,20,62,18,13,28,6
1922,20-Oct-17,"Drama,Mystery,Thriller,Horror,Crime",1,0,7,70,19,2,37,6.8
Cabaret,13-Feb-72,"Drama,Romance,Music,Musical",0,1,7,80,7,2,48,8.2
The Perfection,24-May-19,"Drama,Thriller,Horror",4,2,9,60,13,16,27,5.8
The Messenger,13-Nov-09,"Drama,Romance,War",4,1,27,77,4,4,46,7.5
Kill List,3-Feb-12,"Thriller,Horror",3,3,16,67,13,7,34,6.5
Cargo,18-May-18,"Drama,Thriller",3,1,8,65,15,7,31,6.3
Home Sweet Hell,13-Mar-15,"Drama,Comedy",2,10,0,22,9,38,6,2
Jiro Dreams of Sushi,9-Mar-12,Documentary,2,0,25,77,5,2,45,7.9
After the Wedding,30-Mar-07,Drama,1,0,28,78,1,4,46,8
A Mighty Heart,22-Jun-07,"Biography,Drama,History,Thriller,War",4,0,34,74,10,6,35,7.2
Diary of a Wimpy Kid: The Long Haul,19-May-17,"Comedy,Family",8,6,2,39,9,29,13,3.7
Say It Isn't So,23-Mar-01,"Comedy,Romance",5,24,0,21,6,39,6,1.9
Welcome to Me,1-May-15,"Drama,Comedy",9,1,19,69,13,8,29,6.7
A Guide to Recognizing Your Saints,29-Sep-06,"Drama,Crime",6,0,19,67,6,8,36,6.9
In a Valley of Violence,21-Oct-16,Western,8,1,11,64,15,6,29,6.6
Spartacus,19-Oct-60,"Adventure,Biography,Drama,History,War",1,0,16,87,6,2,41,8.5
The Breadwinner,17-Nov-17,"Drama,Animation,Family",1,1,18,78,5,1,42,8
Casa de mi Padre,16-Mar-12,Comedy,15,6,11,52,20,12,16,5.4
Lilya 4-Ever,18-Apr-03,"Drama,Crime",1,0,25,82,4,3,40,8.4
Land of Mine,9-Dec-16,"Drama,History,War",4,0,22,75,8,1,36,7.7
Ben Is Back,7-Dec-18,Drama,11,0,28,66,13,3,29,6.8
Diana,1-Nov-13,"Biography,Drama,Romance",14,13,1,35,15,22,8,3.7
Cartel Land,3-Jul-15,"Action,Drama,War,Documentary",3,0,24,76,5,1,37,7.8
Gremlins,8-Jun-84,"Fantasy,Horror,Comedy",3,1,9,70,5,3,35,7.2
The Mermaid,19-Feb-16,"Sci-Fi,Drama,Fantasy,Romance",3,0,13,69,9,5,28,7.1
22-Jul,10-Oct-18,"Biography,Drama,History,Thriller,Crime",8,2,17,69,9,4,28,6.7
The Birds,29-Mar-63,"Drama,Mystery,Horror,Romance",3,0,9,87,1,1,37,8.5
Tyler Perry's Temptation,29-Mar-13,Drama,2,11,1,26,6,26,6,2.8
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,19-Dec-03,"War,Documentary",3,0,33,87,2,1,34,8.5
Passion,30-Aug-13,"Drama,Mystery,Thriller,Crime",11,3,8,53,12,11,13,5.5
Underclassman,2-Sep-05,"Action,Drama,Thriller,Comedy,Crime",5,20,0,19,2,28,6,2.1
A Room with a View,1-Apr-86,"Drama,Comedy,Romance",1,1,10,80,3,0,32,8.2
Fireworks Wednesday (2006),16-Mar-16,"Drama,Mystery",1,0,17,84,4,1,29,8.2
Still Walking,21-Aug-09,Drama,0,0,21,89,3,0,30,8.7
Zero Days,8-Jul-16,Documentary,3,0,20,77,7,3,23,7.5
This Film Is Not Yet Rated,1-Sep-06,Documentary,2,0,31,75,3,3,27,7.3
First They Killed My Father,15-Sep-17,"Biography,Drama,History",5,0,17,72,6,2,25,7.4
Rare Exports: A Christmas Tale,3-Dec-10,"Action,Fantasy,Comedy",3,0,15,71,11,0,22,7.3
Escape from New York,10-Jul-81,"Action,Sci-Fi",3,0,9,76,9,1,22,7.4
Bears,18-Apr-14,Documentary,2,0,18,68,7,3,22,7
Universal Soldier: Day of Reckoning,30-Nov-12,"Action,Sci-Fi,Thriller",9,2,7,58,9,10,13,5.6
Imagine That,12-Jun-09,"Drama,Fantasy,Comedy,Family",8,3,12,54,7,8,17,5.6
Battle of the Year,20-Sep-13,Music,10,11,0,29,5,20,7,3.1
Enron: The Smartest Guys in the Room,22-Apr-05,Documentary,1,0,36,82,1,2,28,8.4
Marley,20-Apr-12,"Biography,Music,Documentary",2,0,30,82,3,1,27,8
In the House,19-Apr-13,"Mystery,Thriller",4,0,21,72,5,2,24,7.4
Ginger & Rosa,15-Mar-13,Drama,7,0,19,69,7,6,18,6.7
Neon Bull,8-Apr-16,Drama,2,0,13,80,3,4,23,7.8
The Jane Austen Book Club,21-Sep-07,"Drama,Romance",8,1,19,61,11,3,16,6.3
The Animal,1-Jun-01,Comedy,13,4,5,43,13,12,5,4.1
King Kong,7-Apr-33,"Adventure,Sci-Fi,Horror",1,0,11,90,1,0,28,8.8
The Maid,16-Oct-09,Drama,0,0,24,82,4,1,24,8.4
Fullmetal Alchemist: The Sacred Star of Milos,20-Jan-12,"Action,Adventure,Sci-Fi,Fantasy,Animation",4,0,3,54,9,7,13,5.6
Saraband,8-Jul-05,"Drama,Music",4,0,25,80,5,1,22,7.8
Metropolis,25-Jan-02,"Action,Adventure,Sci-Fi,Drama,Thriller,Romance,Crime,Animation",4,0,12,75,6,2,19,7.3
Born to be Blue,25-Mar-16,"Biography,Drama,Music,Musical",9,1,22,64,3,3,21,6.6
Barry Lyndon,18-Dec-75,"Adventure,Drama,History,War",2,0,19,89,1,1,24,9.1
Children Underground,19-Sep-01,Documentary,0,0,7,85,0,3,23,8.7
Whitney,6-Jul-18,"Biography,Music,Documentary",5,0,32,75,4,3,19,7.3
The Cooler,26-Nov-03,"Drama,Romance",8,0,28,69,9,2,15,6.7
On Chesil Beach,18-May-18,"Drama,Romance",15,1,17,62,10,2,14,6.4
I'm Not Scared,9-Apr-04,"Drama,Mystery,Thriller",4,0,30,73,5,2,18,7.5
In Fear,7-Mar-14,"Mystery,Thriller,Horror",6,0,8,66,7,3,15,6.8
Emelie,4-Mar-16,"Thriller,Horror",4,0,9,62,8,3,14,6.4
Little,12-Apr-19,"Fantasy,Comedy,Romance",20,3,13,49,8,9,8,4.7
Point Blank,29-Jul-11,"Action,Thriller,Crime",4,0,21,75,5,2,17,7.3
Undertow,22-Oct-04,"Drama,Thriller",10,1,19,63,6,6,12,6.1
The Wild Life,9-Sep-16,"Adventure,Comedy,Animation,Family",6,9,2,36,11,11,2,3.8
Carandiru,14-May-04,"Drama,Crime",6,0,22,71,4,2,17,7.3
Live Flesh,16-Jan-98,"Drama,Thriller,Romance",6,0,12,69,3,3,17,6.7
Fly Me to the Moon 3D,15-Aug-08,"Adventure,Animation,Family",9,8,4,36,3,15,5,3.4
Keep the Lights On,7-Sep-12,Drama,4,0,22,79,3,0,19,8.1
Starting Out in the Evening,23-Nov-07,"Drama,Romance",2,0,31,78,3,3,16,7.6
Roger Dodger,25-Oct-02,"Drama,Comedy",2,1,30,75,3,1,18,7.7
Hounds of Love,12-May-17,"Drama,Mystery,Thriller,Horror,Crime",1,1,16,73,5,2,15,7.1
The Devil's Candy,17-Mar-17,Horror,2,0,8,72,9,0,13,7
Yossi & Jagger,24-Sep-03,"Drama,Romance,War",2,0,17,70,4,6,12,6.8
Chéri,26-Jun-09,"Drama,Romance",11,0,16,63,6,4,12,6.5
The Boys Are Back,25-Sep-09,Drama,10,1,17,57,5,6,11,5.5
Casino Jack,17-Dec-10,Thriller,13,2,9,51,9,7,6,4.9
Dead or Alive,8-Jun-01,"Drama,Thriller,Crime",3,2,4,49,6,8,8,4.7
Monsters: Dark Continent,17-Apr-15,"Sci-Fi,Drama,Thriller,War",4,3,1,42,7,9,6,4
The Lure,1-Feb-17,"Drama,Thriller,Horror,Comedy,Musical",3,0,16,72,2,3,16,7
The Snowtown Murders,2-Mar-12,"Drama,Thriller,Crime",2,2,9,66,6,3,12,6.8
How to Talk to Girls at Parties,25-May-18,"Sci-Fi,Comedy,Romance,Music",12,2,10,50,12,6,3,4.8
The Vatican Tapes,24-Jul-15,"Thriller,Horror",7,4,1,38,7,9,5,4
Panic,12-Jan-01,"Drama,Thriller,Comedy,Crime",3,0,21,77,6,1,13,7.5
Novitiate,27-Oct-17,Drama,3,0,27,73,4,0,16,7.5
12,4-Mar-09,"Drama,Thriller,Crime,War",5,0,12,72,1,3,16,7.4
The Angels' Share,12-Apr-13,"Drama,Comedy",8,1,17,66,7,2,11,6.8
Ten Thousand Saints,14-Aug-15,"Drama,Comedy,Music",5,1,6,62,7,4,9,6
Beyond the Hills,8-Mar-13,Drama,1,1,31,79,3,2,14,7.7
The Aura,17-Nov-06,"Drama,Thriller,Crime",1,0,18,78,0,3,16,8
Hara-Kiri: Death of a Samurai,20-Jul-12,Drama,4,0,15,76,2,3,14,7.4
$9.99 ,19-Jun-09,"Drama,Animation",3,0,12,68,3,3,13,6.6
Abominable,27-Sep-19,"Adventure,Fantasy,Comedy,Animation,Family",11,0,14,62,6,4,9,6
A Field in England,7-Feb-14,"Drama,History,Thriller,Horror",6,0,13,73,3,2,13,7.1
Monkey Kingdom,17-Apr-15,Documentary,4,0,17,72,5,1,12,7.4
Manifesto,10-May-17,Drama,5,0,16,72,3,1,14,7.4
The Housemaid,21-Jan-11,Thriller,6,0,15,68,10,0,8,6.6
Late Phases,21-Nov-14,"Drama,Horror",4,1,2,51,8,4,6,5.3
Distant,12-Mar-04,Drama,1,0,17,84,1,0,16,8.6
Caesar Must Die,6-Feb-13,Drama,3,0,17,77,1,1,15,7.9
The Student,21-Apr-17,Drama,2,0,9,76,2,1,14,7.8
The Magnificent Seven,23-Oct-60,"Action,Adventure,Western",4,0,9,74,1,1,15,7.6
Chuck,5-May-17,"Biography,Drama,Sport",6,0,23,68,5,0,12,7
Gideon's Army,28-Jun-13,Documentary,0,0,7,87,0,1,15,8.5
The Joy Luck Club,8-Sep-93,"Drama,Romance",2,0,9,84,0,1,15,8.6
WarGames,3-Jun-83,"Sci-Fi,Thriller",1,0,14,77,2,0,14,7.9
Beautiful Boy,3-Jun-11,Drama,5,2,18,62,6,2,8,6.4
Vamps,2-Nov-12,"Horror,Comedy,Romance",5,0,4,57,5,4,7,5.9
Black Rock,17-May-13,"Thriller,Horror",8,5,6,46,7,6,3,4.4
Notre musique,24-Nov-04,"Drama,History",3,0,16,77,0,2,13,7.9
The Cakemaker,29-Jun-18,Drama,1,0,8,74,1,2,12,7.6
Heading South,7-Jul-06,Drama,6,0,20,73,1,3,11,7.1
The Harvest,10-Apr-15,"Thriller,Horror",1,1,6,68,6,1,8,6.6
Basquiat,9-Aug-96,"Biography,Drama",4,2,14,65,4,2,9,6.7
Blackthorn,7-Oct-11,Western,7,2,11,61,7,1,7,6.3
49 Up,6-Oct-06,"Biography,Documentary",1,0,24,84,0,1,13,8.6
Tony Takitani,29-Jul-05,Drama,2,1,19,80,2,1,11,8.2
War Dance,9-Nov-07,"War,Music,Documentary",4,1,15,68,0,3,11,7
Terms and Conditions May Apply,12-Jul-13,"Documentary,News",2,0,10,68,2,2,10,7
Russian Dolls,10-May-06,"Drama,Comedy,Romance",6,0,18,67,3,2,9,6.9
The Hummingbird Project,15-Mar-19,"Drama,Thriller",10,3,13,58,8,1,5,6
Wilson,24-Mar-17,"Drama,Comedy",18,4,12,49,7,3,4,5.1
Paris Can Wait,12-May-17,"Drama,Comedy,Romance",11,4,10,48,8,2,4,5
Shock and Awe,13-Jul-18,"Biography,Drama,History,Thriller",9,5,4,47,2,6,6,4.9
The Flat,12-Oct-12,Documentary,1,0,13,83,0,2,11,8.5
Sweet Virginia,17-Nov-17,"Drama,Thriller",3,0,10,72,4,0,9,7.4
Kicks,9-Sep-16,Adventure,4,1,9,69,4,0,9,7.1
Chris & Don. A Love Story,13-Jun-08,"Biography,Romance,Documentary",0,0,19,81,0,3,9,7.9
Bill Cunningham New York,16-Mar-11,"Biography,Documentary",3,0,20,76,1,1,10,7.8
Dark Days,30-Aug-00,Documentary,5,0,20,75,1,2,9,7.3
The Song of Sparrows,3-Apr-09,Drama,0,0,14,74,1,2,9,7.6
Whitey: United States of America v. James J. Bulger,27-Jun-14,"Biography,Crime,Documentary",4,0,15,71,2,1,9,7.3
What They Had,19-Oct-18,Drama,6,1,18,69,2,0,10,7.1
Leonard Cohen: I'm Your Man,21-Jun-06,"Biography,Music,Documentary",6,1,20,68,1,3,8,7
Price Check,16-Nov-12,"Drama,Comedy",4,0,7,67,3,1,8,6.5
